m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z,m4_x,m4_y,m4_z,m5_x,m5_y,m5_z,m6_x,m6_y,m6_z,m7_x,m7_y,m7_z,m8_x,m8_y,m8_z,m9_x,m9_y,m9_z,m10_x,m10_y,m10_z,m11_x,m11_y,m11_z,m12_x,m12_y,m12_z,m13_x,m13_y,m13_z,m14_x,m14_y,m14_z,m15_x,m15_y,m15_z,m16_x,m16_y,m16_z,m17_x,m17_y,m17_z,m18_x,m18_y,m18_z,m19_x,m19_y,m19_z
9.553123702934112,-3.767266108351448,0.0,-7.738197025000536,7.169545466786512,0.0,-3.5551814199567158,6.352626216917208,0.0,-9.531803663296023,-12.27170784854885,0.0,1.651491544724225,8.857196275065624,0.0,-5.713415747114821,20.89572167184461,0.0,-3.775902710606746,-2.6601961725084156,0.0,-10.073840869944016,-13.539028226527725,0.0,8.223560156898275,-1.5730162037197934,0.0,11.065961914993848,1.9751801788271675,0.0,7.607074871614178,15.984715363729123,0.0,-5.781190612517368,-2.9769792339039096,0.0,-0.5343448342037649,-18.034825848131817,0.0,5.559640989986203,0.27493322619015054,0.0,-5.180750919430657,-8.722958232681002,0.0,-4.575522237635274,1.585279240284381,0.0,-1.7899555677486316,-12.358769736971976,0.0,11.048708126531372,6.179823401499785,0.0,5.586288377722448,6.426154157070458,0.0,20.43457040335305,3.8594549844631802,0.0
9.009023217544152,-3.7035212946021816,0.0,-7.563590356665729,7.24038568178193,0.0,-3.4533001135576886,6.285240075149589,0.0,-9.126082622989227,-12.193751690803856,0.0,1.7159859535235118,8.812750946900145,0.0,-5.547690153779556,20.635963836388804,0.0,-3.5394510372764314,-2.621801565711101,0.0,-9.67001908423463,-13.42372845563188,0.0,8.155940582279044,-1.5802581646837264,0.0,10.785435498875678,1.872208792671127,0.0,7.721330281319136,15.881085287148723,0.0,-5.550747636857028,-3.1265097449776555,0.0,-0.605158536011316,-17.723292781306846,0.0,5.403413955759338,0.14699897559148403,0.0,-4.938552314416634,-8.47040396466707,0.0,-4.350821653766619,1.9050039000561136,0.0,-1.4615226089979347,-12.407337381593296,0.0,11.24024182293993,6.250956457765497,0.0,5.6020729049011075,6.326966123349322,0.0,19.96019152496889,3.6790488295152297,0.0
8.741028972065001,-3.857649130871657,0.0,-7.452097741086917,6.816539637159029,0.0,-3.4179702960734075,6.193004858895149,0.0,-9.494055439686077,-11.82779453899037,0.0,1.816997468251151,8.64398038021488,0.0,-5.121947484031579,20.16896925755104,0.0,-3.6390103730518146,-2.9483614840797077,0.0,-9.513962136102771,-13.566646592331487,0.0,7.957500648610283,-1.8640065463229363,0.0,10.88604092837927,1.4488520574103991,0.0,7.154284561480502,15.70964926240026,0.0,-5.485101231742617,-3.279613538629623,0.0,-0.3707643714592177,-17.41824869653369,0.0,5.185037202517419,0.0022322268432781733,0.0,-4.863203858210842,-8.334377639444265,0.0,-4.333945829028583,1.765940982486054,0.0,-1.3425972421257442,-12.637997279014952,0.0,11.246487154785305,5.967984690861341,0.0,5.361759322451448,6.24368816192458,0.0,19.77160387202249,3.5940246642823657,0.0
8.65446587873747,-3.9520554529005736,0.0,-7.393163151653043,6.747145574905067,0.0,-3.406755825238016,6.228574204267176,0.0,-9.112808210681305,-11.514407292642927,0.0,1.9965749581545447,8.378732148496603,0.0,-5.09531068562621,19.858036272859355,0.0,-3.333325619992667,-2.854173018561455,0.0,-9.451555032687574,-13.302426814351534,0.0,8.153126074668798,-1.805280752337633,0.0,10.944435493240752,1.1168098521592291,0.0,6.90594225262755,15.729717473999095,0.0,-5.546299458752017,-3.364921061714469,0.0,-0.3118870084127196,-17.011699556181576,0.0,5.08356096113554,-0.3147123860690089,0.0,-4.723408738677776,-8.323653165768446,0.0,-4.5070291458076595,1.4640954948278093,0.0,-1.4435829394322837,-12.469828748313173,0.0,11.032291564109842,5.798550923878134,0.0,5.182325823057274,6.226149890820194,0.0,18.986948975725564,3.632277147731117,0.0
8.567105538134168,-4.447958950619945,0.0,-7.329730046820311,6.808333417505997,0.0,-3.178715198278515,6.241084654030949,0.0,-8.99318438757017,-11.128591556520574,0.0,1.9287878721596077,8.6911703856152,0.0,-4.9385533082045106,19.17851935612115,0.0,-3.0626010774105374,-3.048566985211434,0.0,-9.484053274579406,-13.028249519365454,0.0,8.061656618837567,-1.6845097586743056,0.0,10.425887309985892,1.1914299483104975,0.0,6.7775884216775655,15.767417233286004,0.0,-5.41943950899756,-3.5173456538280763,0.0,-0.11563878816428358,-16.264084315048027,0.0,5.225155289701152,-0.373298867638516,0.0,-4.638260905362105,-8.242034554130068,0.0,-4.510255357191226,1.225827733450402,0.0,-1.3396727943166093,-12.141443156163842,0.0,11.165947149545952,5.622272231804747,0.0,4.954862757943399,5.948631280916244,0.0,18.75969316032401,3.5637095157179273,0.0
8.74456578641003,-4.482752931856978,0.0,-7.534568573459217,6.383944424080713,0.0,-3.5297743894741656,6.000649877919398,0.0,-8.700458580570565,-10.89830581100514,0.0,1.6292046669321483,8.855278495362253,0.0,-4.895019610965311,18.91677489166995,0.0,-2.8921766626172163,-3.177630094846681,0.0,-9.570845066953476,-12.71837509302187,0.0,8.201942518094823,-1.7551606953610204,0.0,10.527801102563505,1.1653691772610144,0.0,6.908025942104739,15.482580128191387,0.0,-4.983241296313479,-3.47245328538784,0.0,-0.2567442669467207,-16.228763989920438,0.0,5.459429010617417,-0.5575737955186427,0.0,-4.4983182313165075,-8.125031596055825,0.0,-4.351427281235912,1.3424894307344417,0.0,-1.4423309515449902,-12.251528282966001,0.0,10.975477447782506,5.821995172934439,0.0,5.1746262329522725,5.933864924469253,0.0,18.422916068300886,3.444054157827936,0.0
8.793042560020284,-4.75964294825368,0.0,-7.524460741807969,6.138082512722763,0.0,-3.465647934566344,5.9191678601578674,0.0,-8.718849240576402,-10.521848774915632,0.0,1.5393188813567498,8.91294464884423,0.0,-4.508731537850489,18.56409774054361,0.0,-2.5457412863960673,-2.9532738463075647,0.0,-9.529663619474245,-12.611166560535892,0.0,7.955094056484466,-1.583078056142612,0.0,10.570924976818283,1.075198395115614,0.0,6.966724052058764,15.56442208150916,0.0,-5.290234366886082,-3.577354332625996,0.0,-0.07358981003015502,-16.151713269959075,0.0,5.259676645984134,-0.7380866767532999,0.0,-4.598057527807711,-7.865849173859944,0.0,-4.224669985071406,1.446302112517134,0.0,-1.4981601920061176,-12.116944887435753,0.0,11.360347066487964,5.730532429104296,0.0,5.396753890787205,5.784076417951046,0.0,18.17198408555473,3.1713038165150196,0.0
8.58294596607768,-4.730603480907777,0.0,-7.329188141415773,6.3163948913135135,0.0,-3.4488082465438503,5.963136447740672,0.0,-8.801012410075474,-10.2941186381213,0.0,0.9120734178089474,9.090040036652416,0.0,-4.547112676746859,18.688924462920614,0.0,-2.228393952930964,-3.0806437175993913,0.0,-9.594753533290445,-12.78904714403876,0.0,7.769184546308695,-1.5774896781943344,0.0,10.252580634292665,1.1564422169975035,0.0,6.754265861979411,15.101662694492052,0.0,-5.158644766901196,-3.4802493822631733,0.0,-0.001676727795823868,-16.07961391064738,0.0,5.169765754653396,-0.9982209060123893,0.0,-4.6519509846219504,-8.052062281983972,0.0,-4.374073911244645,1.4477039953878068,0.0,-0.9097096994886211,-11.777962768541297,0.0,10.98285293746021,5.539049612218412,0.0,5.331496404125954,5.924546999308081,0.0,17.773244317844203,2.909281461180708,0.0
8.472389993114083,-4.8883829123542295,0.0,-7.149825847281381,6.180345225022417,0.0,-3.696238809253479,6.0377841091394515,0.0,-8.592065642796488,-10.073741228080678,0.0,0.887808788997535,8.904097277470978,0.0,-4.615547497094113,18.532880347671068,0.0,-2.2929704111150255,-3.140163473834745,0.0,-9.516142807516529,-12.581282843036355,0.0,7.676260757233255,-1.3071915208206262,0.0,9.999279885214113,1.209222076592471,0.0,6.497959758750069,15.070192219138129,0.0,-5.0045623525168805,-3.3742701128582997,0.0,0.25771484996651783,-16.41445107877964,0.0,4.872410961822986,-0.9455989288419548,0.0,-4.606665496798063,-7.561425069805453,0.0,-5.035983445853129,1.514403769827117,0.0,-0.7737748055362543,-11.864043019608365,0.0,10.853998942192225,5.746374121434671,0.0,5.3824276244250875,5.8972949045725445,0.0,17.325416657971072,2.530909237096993,0.0
8.526647030831443,-5.171380769713018,0.0,-7.354851242704993,6.297251879700501,0.0,-3.6782069162305664,6.109272033965958,0.0,-8.627603122402414,-9.550774029891075,0.0,1.1649388466972872,8.835213183037446,0.0,-4.417274736314486,18.37462982874577,0.0,-2.4458594567647363,-3.0606062594220838,0.0,-9.338771882826354,-12.983908331070603,0.0,7.500890610949192,-1.1124900066728967,0.0,10.018007068717779,0.9847233728405886,0.0,6.397923069245398,14.676546224732503,0.0,-5.157948169643986,-3.1485370348462327,0.0,0.30008992987482297,-16.322089578335028,0.0,4.807813736835606,-1.243802347400454,0.0,-4.389518257746261,-7.306457564310055,0.0,-4.813672563172926,1.7377183125227076,0.0,-0.5113975613330959,-11.87043094426921,0.0,10.928762173323431,5.517136431168418,0.0,5.126613692260881,5.727891541492332,0.0,17.188544174942596,2.5973441740956242,0.0
